WASF3	4.81965626073744
VAV3	4.33211015054773
PFKM	4.24489349326906
LGR6	4.18246113691045
SLC6A11	4.08899205674531
KIAA1147	4.04554260756712
DIO2	4.02954333244719
PPARGC1A	3.85836694531934
PIPOX	3.81122444091136
GPC5	3.78356674766113
C4orf19	3.77900135218822
RASSF2	3.72516947758024
TTLL6	3.67729443896267
MOSC2	3.65597495677171
SASH1	3.6120597524773
KIAA1467	3.58137204903034
C1QTNF1	3.56522846316636
SLC1A2	3.55322037468951
FNDC5	3.54526143294186
SLC7A10	3.52160352531891
C9orf58	3.51573958386024
ACSL3	3.50795250291549
C6orf192	3.47143492696177
CCNJL	3.46763574738442
LOC388419	3.46573872559506
PPP1R3C	3.46195203466576
LARS2	3.44127063495971
FGFR3	3.42823760359026
RASGRP2	3.39334507821127
COL25A1	3.38608717650241
KCNJ10	3.38066398180832
MMD2	3.37166240719764
MKKS	3.36807443285277
SFXN5	3.32733298418217
GATM	3.31685759303307
ZFYVE21	3.31164359069777
CST3	3.29093849852963
ARSG	3.27047332478565
BDH2	3.25695973343152
PHKA1	3.23521680645523
EDG1	3.23189496368405
MARVELD3	3.1941321941929
CKMT2	3.18926449239095
DLC1	3.16033349002617
SLCO1C1	3.15873938088248
NFS1	3.15237816115937
KIAA0828	3.09149875124068
AIFM3	3.08383906818932
SLC23A2	3.08078395165484
DDAH1	3.07013185272111
LOC387856	3.06407184037725
PCDH17	3.05051064227441
P53AIP1	3.04901065622747
SGIP1	3.01335762616648
RP5-1022P6.2	3.00308681071399
NR3C2	3.00162457420587
SLC6A1	2.96542922300755
ACSS1	2.95114482704856
COQ9	2.94546250723038
CST5	2.94262661554737
MBOAT2	2.92851557205463
SPCS2	2.9159050455163
ABCD2	2.91311448488345
EPAS1	2.91172105753912
SEC14L1	2.91172043709947
PAQR8	2.8758366647996
ALDOC	2.87173950287494
ERBB4	2.87173934099902
TSPAN7	2.8486878050049
ESRRG	2.84464852069961
RAB22A	2.83391870217471
CLDN10	2.8299110301454
CPEB4	2.80867502344079
LDHB	2.80077201595178
SYCP2	2.79028400874205
SLC24A3	2.78767068870879
SNRK	2.76173239037087
PYGM	2.75915824188101
ABLIM2	2.7540188604823
LGI4	2.75401821507187
ERMP1	2.75145354212852
COX4I1	2.73359506524158
ELOVL2	2.73105804703867
OR2AE1	2.72599158148163
TACC3	2.7209383916496
NNT	2.71338342233661
RGS20	2.70335554500618
CPNE5	2.7033551125271
LDHAL6B	2.70210507243249
CHST7	2.68468906178403
UTP14C	2.68097664555876
PSD2	2.6576275779114
TAS1R1	2.65518482632333
ARSF	2.64787694858577
RGN	2.63817502194389
MYO10	2.63213491058678
CACNA1D	2.62731608832549
LOC388135	2.62611280892416
DIRC2	2.62370888653424
MB	2.62130862997489
GZF1	2.62130835555443
C9orf7	2.61054036571166
OR4M1	2.60577255874707
RDH12	2.60220460413156
FASTKD1	2.58917570045958
NR1I3	2.58328048264998
SIRPA	2.58092721568835
SNTA1	2.57740293967557
LOC652968	2.56920345833494
MAPK4	2.55638368733892
OLFM2	2.54942595965902
CNTFR	2.53098517654176
C1orf21	2.52754649734939
SLC25A12	2.52754582092835
MAST4	2.52754579165294
WFDC1	2.51954425054249
SSFA2	2.51498546154788
GBA2	2.50816656853238
SLC25A5	2.49797925699732
TCL6	2.48559762822825
PIK3C2A	2.47440430162805
ZNF641	2.47217345017462
FAM19A3	2.47105864459689
BAI3	2.4666054709071
PPP1R13B	2.46549408966852
AGL	2.46438270665688
DHTKD1	2.46438219387865
MLLT4	2.46216157685526
LACE1	2.45772826664662
KBTBD7	2.45330348088851
MFAP3L	2.45109396076743
LOC144305	2.44888808467642
RAPGEF3	2.44888780737737
TMEM127	2.4477858956571
TMEPAI	2.44558238093347
FEM1A	2.43350718059094
DGKG	2.41932533976739
C18orf23	2.41389633537003
CYP46A1	2.41172808198797
SUV39H1	2.40631873344347
P11	2.40631841698654
SUOX	2.39017170045535
DTX4	2.38695725329328
NDUFB2	2.38374804669824
SLC7A11	2.38161077651231
RLBP1	2.37734265221969
CHDH	2.37734242967471
CMTM4	2.37627671298863
NRXN2	2.37521165027985
PCAF	2.36777116304044
NCAN	2.36141354851436
NDRG4	2.35507527188984
OGDHL	2.34980755585502
RLN1	2.34980743070932
